Marca,Modelo,Ano,Tipo,Encaixe,Sensor,MP,Processador,IBIS,Peso (Corpo),Tipo de visor,Tela,Tela touch,Pontos AF (Visor),AF (Display),FPS RAW,Buffer RAW,Vídeo,Entrada de microfone,Saída de fone,Conectividade
Panasonic,Lumix DC-GH7,2024,Mirrorless,Micro Quatro Terços,Micro Quatro Terços (2.0x crop),25.2,Venus Engine com coprocessador avançado,Sim (Dual IS 2 - 5 eixos até 7.5 stops),739g,Eletrônico OLED integrado (3680k pontos),Articulada inclinável e giratória de 4 eixos touch 3.0 pol (1840k pontos),Sim - com foco ao toque,Phase Hybrid AF com IA dedicada (779 pontos fase + reconhecimento avançado),Foco Híbrido por Fase integrado com Ciência de Cor de Cinema e ventoinha ativa,10 fps (com mecânico AF-C) - 60 fps (com eletrônico AF-C),Burst longo (buffer expandido para CFexpress),5.7K ProRes RAW interno / 4K 120fps / Gravação de Áudio 32-bit Float,Sim (P2 3.5mm + entrada XLR profissional),Sim (P2 3.5mm),Wi-Fi 5 + Bluetooth 5.0 + Streaming nativo via RTMP/RTMPS
Panasonic,Lumix DC-S1,2019,Mirrorless,L-Mount,Full Frame,24.2,Venus Engine,Sim (5 eixos no corpo - ate 6 stops),1021g,Eletronico OLED (5760k pontos),Articulada triaxial 3.2 pol (2100k pontos),Sim - com foco ao toque,Contrast Detect com tecnologia DFD (225 pontos),DFD Contraste - avançado com IA para detecção de corpos,6 fps (com AF continuo) - 9 fps (AF unico),~90 fotos RAW,4K 60fps com crop / 4K 30fps sem crop,Sim (P2 3.5mm),Sim (P2 3.5mm),Wi-Fi de banda dupla + Bluetooth 4.2 + Slot duplo (XQD/SD) + Tela superior
Panasonic,Lumix DC-S1R,2019,Mirrorless,L-Mount,Full Frame,47.3,Venus Engine,Sim (5 eixos no corpo - ate 6 stops),1021g,Eletronico OLED (5760k pontos),Articulada triaxial 3.2 pol (2100k pontos),Sim - com foco ao toque,Contrast Detect com tecnologia DFD (225 pontos),DFD Contraste - focado em altissima resolucao em estudio,6 fps (com AF continuo) - 9 fps (AF unico),~40 fotos RAW,4K 60fps com crop,Sim (P2 3.5mm),Sim (P2 3.5mm),Wi-Fi de banda dupla + Bluetooth 4.2 + Slot duplo (XQD/SD) + Tela superior
Panasonic,Lumix DC-S1H,2019,Mirrorless,L-Mount,Full Frame,24.2,Venus Engine,Sim (5 eixos no corpo - ate 6.5 stops),1052g,Eletronico OLED (5760k pontos),Articulada e inclinavel 3.2 pol (2330k pontos),Sim - com foco ao toque,Contrast Detect com tecnologia DFD (225 pontos),DFD Contraste - primeira camera certificada Netflix (ventoinha integrada),6 fps (com AF continuo) - 9 fps (AF unico),~60 fotos RAW,6K 24fps Open Gate / 4K 60fps 10-bit / Anamorfico,Sim (P2 3.5mm + TC In/Out),Sim (P2 3.5mm),Wi-Fi de banda dupla + Bluetooth 4.2 + Slot duplo SD + Tela superior
Panasonic,Lumix DC-S5,2020,Mirrorless,L-Mount,Full Frame,24.2,Venus Engine,Sim (5 eixos no corpo - ate 6.5 stops),714g,Eletronico OLED (2360k pontos),Articulada touch 3.0 pol (1840k pontos),Sim - com foco ao toque,Contrast Detect com tecnologia DFD (225 pontos),DFD Contraste - versao compacta e hibrida da S1,5 fps (com AF continuo) - 7 fps (AF unico),~24 fotos RAW,4K 60fps 10-bit com crop / 4K 30fps sem crop,Sim (P2 3.5mm),Sim (P2 3.5mm),Wi-Fi de banda dupla + Bluetooth 4.2 + Slot duplo SD
Panasonic,Lumix DC-BS1H,2021,Mirrorless (Formato Cubo),L-Mount,Full Frame,24.2,Venus Engine,Nao possui (estabilizacao digital e gyro pós-producao),585g,Nao possui visor integrado (camera modular de cinema),Nao possui tela integrada (operada via monitor externo),Nao possui,Contrast Detect com tecnologia DFD (225 pontos),DFD Contraste - formato modular para uso profissional e estúdio,6 fps (com AF continuo) - 9 fps (AF unico),Nao divulgado com precisao (foco em video),6K 24fps / 4K 60fps 10-bit / Saida RAW via SDI e HDMI,Sim (P2 3.5mm + entrada XLR via adaptador),Sim (P2 3.5mm),Wi-Fi + Bluetooth + Ethernet RJ-45 com PoE+ + Saida SDI profissional
Panasonic,Lumix DC-S5 II,2023,Mirrorless,L-Mount,Full Frame,24.2,Venus Engine atualizado,Sim (5 eixos no corpo - ate 6.5 stops),740g,Eletronico OLED (3680k pontos),Articulada touch 3.0 pol (1840k pontos),Sim - com foco ao toque,Phase Hybrid AF (779 pontos fase + 135 pontos contraste),Foco Hibrido por Fase - primeira Full Frame da marca com rastreamento por fase real,7 fps (com mecanico AF-C) - 30 fps (com eletronico AF-C),~30 fotos RAW,6K 30fps Open Gate / 4K 60fps com crop / ventoinha integrada,Sim (P2 3.5mm),Sim (P2 3.5mm),Wi-Fi de banda dupla + Bluetooth 5.1 + Slot duplo SD + HDMI tipo A
Panasonic,Lumix DC-S5 IIX,2023,Mirrorless,L-Mount,Full Frame,24.2,Venus Engine atualizado,Sim (5 eixos no corpo - ate 6.5 stops),740g,Eletronico OLED (3680k pontos),Articulada touch 3.0 pol (1840k pontos),Sim - com foco ao toque,Phase Hybrid AF (779 pontos fase + 135 pontos contraste),Foco Hibrido por Fase - design all-black com codecs de video profissionais,7 fps (com mecanico AF-C) - 30 fps (com eletronico AF-C),~30 fotos RAW,ProRes interno / Gravação direta em SSD externo via USB-C / ALL-Intra,Sim (P2 3.5mm),Sim (P2 3.5mm),Wi-Fi de banda dupla + Bluetooth 5.1 + Streaming nativo IP + HDMI tipo A
Panasonic,Lumix DC-S9,2024,Mirrorless,L-Mount,Full Frame,24.2,Venus Engine de ultima geracao,Sim (5 eixos no corpo - ate 6.5 stops),486g,Nao possui visor integrado (voltada para criadores - sem EVF),Articulada touch 3.0 pol (1840k pontos),Sim - com foco ao toque,Phase Hybrid AF com IA (779 pontos fase + rastreamento avancado),Foco Hibrido por Fase com botao dedicado para aplicacao de LUTs em tempo real,Nao divulgado (foco em redes sociais e criacao rapida),~20 fotos (aprox.),6K 30fps Open Gate / 4K 60fps com crop / sem limite de gravacao modificado,Sim (P2 3.5mm),Nao possui (aprox.),Wi-Fi 5 + Bluetooth 5.0 + USB-C streaming (corpo compacto colorido)
Panasonic,Lumix DC-S5 III,2025,Mirrorless,L-Mount,Full Frame,24.2,Venus Engine de ultima geracao,Sim (5 eixos no corpo - ate 7.5 stops),715g,Eletronico OLED (3680k pontos),Articulada touch 3.0 pol (1840k pontos),Sim - com foco ao toque,Phase Hybrid AF II com IA (779 pontos fase + reconhecimento avançado de objetos),Foco Hibrido por Fase com algoritmos de IA aprimorados e sensor otimizado,10 fps (com mecanico AF-C) - 30 fps (com eletronico),~50 fotos RAW (buffer expandido),C4K/4K 60fps sem crop (oversampled de 6K) / 4K 120fps com leve crop,Sim (P2 3.5mm),Sim (P2 3.5mm),Wi-Fi de banda dupla + Bluetooth 5.1 + Slot duplo SD UHS-II + USB-C PD
Panasonic,Lumix DC-S1 Mark II,2025,Mirrorless,L-Mount,Full Frame,47.3,Venus Engine com coprocessador de IA dedicado,Sim (5 eixos no corpo - ate 8 stops),980g,Eletronico OLED ultra-brilhante (5760k pontos),Articulada triaxial touch 3.2 pol (2330k pontos),Sim - com foco ao toque,Phase Hybrid AF com IA dedicada (779 pontos fase + 9 tipos de sujeitos),Foco Híbrido por Fase com Ciencias de Cor profissionais de cinema e corpo selado,10 fps (com mecanico AF-C) - 60 fps (com eletronico),Burst longo (buffer otimizado para cartoes de alta velocidade),8K 30fps interno / 6K 60fps sem crop / ProRes RAW e N-Log via HDMI,Sim (P2 3.5mm + suporte a audio XLR),Sim (P2 3.5mm),Wi-Fi 6E + Bluetooth 5.2 + Slot duplo (CFexpress + SD) + Tela superior
